year,statefip,state,year_legalized,pot,ever_legalized,deaths,population,crude_death_rate,standard_error_for_crude_rate,low_confidence_limit_for_crude_rate,upper_confidence_limit_for_crude_rate,female_prop,male_prop,over_50_prop,under_30_prop,under_50_prop,american_indian_prop,asian_prop,black_prop,other_race_prop,white_prop,married_prop,not_married_prop,college_prop,higher_college_prop,hs_prop,less_hs_prop,some_college_prop,employed_prop,not_employed_prop,mean_children,mean_children_u5,mean_hrs_worked,median_income,sex,age_group,race_and_hispanic_origin
2006,53,Washington,2012,0,1,897,6370753,14.08,0.47012,13.1585,15.0014,0.5090143439926306,0.4909856560073694,0.3642584550598763,0.16702197657586523,0.46871956836425843,0.017002237136465325,0.06698249769706541,0.026714041321226477,0.054375575733649165,0.8349256481115936,0.6277668114225556,0.3722331885774444,0.20971180418476115,0.10738255033557047,0.3363600473746546,0.0713778128701145,0.2751677852348993,0.7273588630082906,0.27264113699170944,0.8202921437031189,0.17078562968811686,32.144282142387155,23500,Both Sexes,All Ages,All Races-All Origins
2007,53,Washington,2012,0,1,962,6461587,14.888,0.48001,13.9472,15.8288,0.5066542385169075,0.49334576148309256,0.3711615141629123,0.1704986795090881,0.4583398063279996,0.015224483455025632,0.06931282688623065,0.025011651390399254,0.05219822898865931,0.8382528092796852,0.6349231008233649,0.3650768991766351,0.20956967531458753,0.10965252964631557,0.33475739215990885,0.06638703329708456,0.27963336958210344,0.7320180208171508,0.26798197918284916,0.8194293407902232,0.1737351768422143,32.435062917508155,25000,Both Sexes,All Ages,All Races-All Origins
2008,53,Washington,2012,0,1,1011,6562231,15.4063,0.48453,14.4567,16.356,0.5096420838109795,0.4903579161890205,0.37908546681951344,0.16894663100242008,0.4519679021780665,0.015947013119347854,0.07171061011336136,0.02572920647051331,0.052171697872882436,0.834441472423895,0.6299834415997962,0.3700165584002038,0.2158196408100879,0.11160361737358299,0.3214367596484524,0.06534199465036301,0.2857979875175137,0.7446185199337664,0.2553814800662336,0.8086103681059738,0.1761304292446822,32.17340466182652,25000,Both Sexes,All Ages,All Races-All Origins
2009,53,Washington,2012,0,1,987,6667426,14.8033,0.47119,13.8798,15.7269,0.5085616867651115,0.49143831323488857,0.38195402010680174,0.17436758843733546,0.4436783914558628,0.015418557424724848,0.07491162534158999,0.025822949833279013,0.05495524857723068,0.8288916188231755,0.622884649133803,0.377115350866197,0.2087396896231855,0.11189109233584878,0.3315365908692055,0.06804221926943615,0.27979040790232407,0.7142427357284328,0.28575726427156717,0.8141249028505528,0.17384110111063755,31.287838142753277,24000,Both Sexes,All Ages,All Races-All Origins
2010,53,Washington,2012,0,1,916,6724540,13.6217,0.45008,12.7396,14.5039,0.506592039800995,0.49340796019900496,0.3869651741293532,0.17549751243781095,0.4375373134328358,0.016940298507462686,0.07796019900497513,0.027139303482587064,0.0581592039800995,0.8198009950248756,0.6156716417910447,0.3843283582089552,0.2131592039800995,0.11375621890547263,0.3244029850746269,0.06982587064676617,0.27885572139303483,0.7010696517412935,0.29893034825870646,0.8107213930348258,0.17191542288557213,30.41231343283582,23000,Both Sexes,All Ages,All Races-All Origins
2011,53,Washington,2012,0,1,997,6830038,14.5973,0.4623,13.6912,15.5034,0.5059401388855284,0.4940598611144717,0.391758813423988,0.17709114665247164,0.4311500399235404,0.021098986184035422,0.07791139393646108,0.02799487042996443,0.05857872196278642,0.8144160274867527,0.5954414575721648,0.4045585424278352,0.2078685668658811,0.11309250163323574,0.3276633840644584,0.06716833216385588,0.2842072152725689,0.684870188003581,0.315129811996419,0.7904619032640519,0.1676304773887585,29.545016816279126,20900,Both Sexes,All Ages,All Races-All Origins
2012,53,Washington,2012,1,1,985,6897012,14.2815,0.45505,13.3897,15.173400000000001,0.5084332650872575,0.4915667349127425,0.40250560592765916,0.17324753826654968,0.4242468558057912,0.021083162718143707,0.07636248415716096,0.029028955835039484,0.05934971239153749,0.8141756848981183,0.5969094277079068,0.4030905722920932,0.2114409671443892,0.11036365408988984,0.3253631666179195,0.06692990153066199,0.2859023106171395,0.6985960807253583,0.3014039192746417,0.7986009554450619,0.16303500048747196,29.80944720678561,22000,Both Sexes,All Ages,All Races-All Origins
2013,53,Washington,2012,1,1,969,6971406,13.8996,0.44652,13.0245,14.7748,0.506715267754483,0.49328473224551705,0.40323409252146686,0.1739119798419649,0.42285392763656826,0.021136580473126696,0.07627761332778825,0.03013919808205103,0.0630427868972772,0.8094038212197568,0.5976955256011939,0.4023044743988062,0.22022164053135015,0.11769454705580155,0.3166572889399907,0.06551361401277002,0.27991290946008757,0.7030114734447244,0.2969885265552756,0.7911050223842259,0.16427330772806223,30.28901338160824,24000,Both Sexes,All Ages,All Races-All Origins
2014,53,Washington,2012,1,1,979,7061530,13.8639,0.44309,12.9954,14.7323,0.5072783200523167,0.4927216799476833,0.3962021943953303,0.1739772809843292,0.42982052462034054,0.021750187710417323,0.08290745270908519,0.028459321336013758,0.06435439726790515,0.8025286409765786,0.5947877055731828,0.40521229442681717,0.21827693947247317,0.11710707971032044,0.3211664688642914,0.06571075641243006,0.2777387555404849,0.7100055707607722,0.28999442923922786,0.7929372441688667,0.16583912611717974,30.390922082011286,24000,Both Sexes,All Ages,All Races-All Origins
2015,53,Washington,2012,1,1,1094,7170351,15.2573,0.46128,14.3532,16.1614,0.5033374654333937,0.49666253456660625,0.3966100886812244,0.1775054829789263,0.42588442833984935,0.021145227424430247,0.0862258033756079,0.03013254505578335,0.06608181558119576,0.7964146085629827,0.5916134261466578,0.40838657385334226,0.22089253361304473,0.1200533994469343,0.32213693143892436,0.062339086488032804,0.2745780490130638,0.7149804519881758,0.28501954801182416,0.7901211023171546,0.16813674072661391,30.57003909602365,25100,Both Sexes,All Ages,All Races-All Origins
2016,53,Washington,2012,1,1,1102,7288000,15.1207,0.45549,14.228,16.0135,0.5017604385736903,0.4982395614263097,0.3934402986838063,0.18098253739455092,0.42557716392164274,0.022235875138826532,0.08658049575840639,0.029490299865308725,0.0729932181762329,0.7887001110612255,0.5873484723173988,0.4126515276826012,0.22859708405208062,0.12417590207708122,0.315319360098301,0.06292681774144002,0.2689808360310971,0.7221106358845908,0.27788936411540915,0.7777830288995486,0.16548122592688863,30.977267893853824,27800,Both Sexes,All Ages,All Races-All Origins
2017,53,Washington,2012,1,1,1169,7405743,15.785,0.46168,14.8802,16.6899,0.5020068278280125,0.49799317217198746,0.3860029525742757,0.1791843513563388,0.4348126960693855,0.0203912160915298,0.09284462077874146,0.029156670972504153,0.07319154825613582,0.7844159439010887,0.5840099649381805,0.41599003506181953,0.22940118102971027,0.12825244510057207,0.3135726148735929,0.05812880605277727,0.2706449529433475,0.7291013102048348,0.2708986897951652,0.7811634988005167,0.1691040782432183,31.293019929876362,30000,Both Sexes,All Ages,All Races-All Origins
2018,53,Washington,2012,1,1,1164,7535591,15.4467,0.45275,14.5593,16.3341,0.500665809014377,0.49933419098562304,0.3813844313539621,0.18231882095379962,0.43629674769223825,0.019658293271943485,0.09409348409957795,0.030694924052632768,0.07651161216060667,0.7790416864152391,0.5823910443045117,0.4176089556954883,0.23341684158259418,0.13280068612183177,0.3103121402938588,0.05714672625093101,0.2663236057507843,0.7362042115241384,0.2637957884758616,0.7740763310537838,0.16399214571061008,31.376938181325748,30000,Both Sexes,All Ages,All Races-All Origins
2000,54,West Virginia,0,0,0,113,1808344,6.2488,0.58784,5.0966,7.401,0.5080256821829856,0.49197431781701445,0.3467094703049759,0.17014446227929375,0.48314606741573035,0.002407704654895666,0.0072231139646869984,0.026484751203852328,0.009630818619582664,0.9542536115569823,0.6621187800963082,0.3378812199036918,0.09550561797752809,0.06019261637239166,0.514446227929374,0.15008025682182985,0.1797752808988764,0.6332263242375602,0.3667736757624398,0.7993579454253612,0.12199036918138041,29.719101123595507,13000,Both Sexes,All Ages,All Races-All Origins
2001,54,West Virginia,0,0,0,206,1801481,11.435,0.79672,9.8735,12.9966,0.5183277794607695,0.48167222053923053,0.36948399474906596,0.14843986670705847,0.4820761385438756,0.001918610522064021,0.004847016055740685,0.018378269211350096,0.009391093607997577,0.9654650106028476,0.6842370998687266,0.31576290013127334,0.0952236695950722,0.05806321316772695,0.5245885085327678,0.1635867918812481,0.1585378168231849,0.6280924972230637,0.3719075027769363,0.7728971018883166,0.14682419468847824,29.18146016358679,12000,Both Sexes,All Ages,All Races-All Origins
2002,54,West Virginia,0,0,0,229,1805414,12.6841,0.83819,11.0412,14.3269,0.5194329592439456,0.48056704075605433,0.3735380980507974,0.15062020082693445,0.47584170112226815,0.0030714707619610157,0.005079740106320142,0.017365623154164206,0.009923213230950974,0.9645599527466037,0.6770230360307147,0.32297696396928527,0.10301240401653869,0.06012994683992912,0.5102185469580626,0.15522740696987597,0.17141169521559363,0.6193738924985234,0.3806261075014767,0.7691671588895452,0.1473124630832841,28.87867690490254,12000,Both Sexes,All Ages,All Races-All Origins
2003,54,West Virginia,0,0,0,262,1812295,14.4568,0.89314,12.7062,16.2074,0.5162371673999581,0.4837628326000419,0.3822543473706264,0.14885816048606745,0.4688874921433061,0.0030379216425728056,0.003980724910957469,0.01937984496124031,0.011627906976744186,0.9619736015084852,0.6682380054473078,0.33176199455269223,0.10287031217263776,0.06285355122564425,0.5077519379844961,0.15598156295830715,0.17054263565891473,0.616802849360989,0.3831971506390111,0.7556044416509533,0.1481248690551016,28.476744186046513,12300,Both Sexes,All Ages,All Races-All Origins
2004,54,West Virginia,0,0,0,333,1816438,18.3326,1.00462,16.3635,20.3016,0.5074758135444152,0.4925241864555849,0.391820580474934,0.1421503957783641,0.46602902374670185,0.002968337730870712,0.005277044854881266,0.020228671943711522,0.011433597185576077,0.9600923482849604,0.6822779243623571,0.31772207563764293,0.10949868073878628,0.05826737027264732,0.5089050131926122,0.1424802110817942,0.18084872471416008,0.623570800351803,0.376429199648197,0.7561565523306948,0.13049692172383465,28.547053649956023,13000,Both Sexes,All Ages,All Races-All Origins
2005,54,West Virginia,0,0,0,184,1820492,10.1072,0.74511,8.6467,11.5676,0.5174257614819059,0.48257423851809417,0.4016041248925809,0.14799961806550177,0.4503962570419173,0.0014322543683758235,0.0064928864699704,0.027308316623699036,0.008975460708488495,0.9557910818294663,0.6472834908813139,0.35271650911868613,0.1177313090804927,0.07886947388522868,0.48992647760909,0.11391196409815717,0.19956077532703143,0.6302874057099207,0.36971259429007924,0.7295903752506445,0.12346032655399598,28.847608135204812,14000,Both Sexes,All Ages,All Races-All Origins
2006,54,West Virginia,0,0,0,362,1827912,19.804,1.04088,17.7639,21.8441,0.5108344859382203,0.4891655140617796,0.39806362378976484,0.16274781005071462,0.4391885661595205,0.00239741816505302,0.007007837713231904,0.03061318579990779,0.010419548178884278,0.949562010142923,0.6395573997233748,0.36044260027662517,0.11645919778699862,0.073582295988935,0.4880590133702167,0.12300599354541263,0.19889349930843706,0.6325495620101429,0.3674504379898571,0.732964499769479,0.12816966343937297,28.691655140617797,13000,Both Sexes,All Ages,All Races-All Origins
2007,54,West Virginia,0,0,0,397,1834052,21.6461,1.08638,19.5167,23.7754,0.5113319710198774,0.4886680289801226,0.41278097715028794,0.15595392903585362,0.43126509381385847,0.002600780234070221,0.006501950585175552,0.0305591677503251,0.012075051086754598,0.9482630503436745,0.6362623072636077,0.36373769273639234,0.12112205090098459,0.0746795467211592,0.4837451235370611,0.12511610626044956,0.19533717258034552,0.6320824818874233,0.3679175181125766,0.7157718744194687,0.13830577744751998,29.010588890953,14600,Both Sexes,All Ages,All Races-All Origins
2008,54,West Virginia,0,0,0,459,1840310,24.9415,1.16417,22.6597,27.2232,0.5098093909809391,0.4901906090190609,0.42463970246397026,0.16578335657833565,0.4095769409576941,0.002603440260344026,0.006508600650860065,0.0300325430032543,0.011343561134356113,0.9495118549511855,0.6227801022780102,0.37721989772198977,0.11761971176197118,0.07215248721524872,0.4730822873082287,0.12124593212459321,0.21589958158995817,0.6506741050674105,0.3493258949325895,0.6801487680148768,0.13482101348210135,28.589586238958624,15000,Both Sexes,All Ages,All Races-All Origins
2009,54,West Virginia,0,0,0,226,1847775,12.2309,0.81359,10.6363,13.8256,0.5146280300919476,0.48537196990805237,0.4291817590786663,0.16086189282065572,0.409956348100678,0.002972044209157611,0.006687099470604625,0.02934893656543141,0.016717748676511563,0.9442741710782948,0.6258010587907495,0.3741989412092505,0.12250394724621529,0.07625150924119996,0.4690257267576855,0.11665273520943624,0.215566081545463,0.6308163833937029,0.369183616606297,0.6946224575090555,0.140893470790378,28.09389802173307,15000,Both Sexes,All Ages,All Races-All Origins
2010,54,West Virginia,0,0,0,512,1852994,27.631,1.22113,25.2375,30.0244,0.5096492855817406,0.4903507144182594,0.4224345889775469,0.1579142698088699,0.4196511412135832,0.0019484134347745408,0.007329745778437558,0.02885507515308963,0.01874188161068844,0.9431248840230099,0.6106884394136204,0.38931156058637967,0.1281313787344591,0.07283354982371497,0.47290777509742066,0.11041009463722397,0.21571720170718128,0.6233067359435888,0.3766932640564112,0.706253479309705,0.14251252551493784,27.538318797550566,14700,Both Sexes,All Ages,All Races-All Origins
2011,54,West Virginia,0,0,0,635,1855364,34.2251,1.35818,31.5631,36.8871,0.5056473443479884,0.4943526556520116,0.4326519182301876,0.15887239802109587,0.4084756837487165,0.0026136469709698495,0.00784094091290955,0.0330439652758331,0.01512181461775413,0.9413796322225334,0.5835900308036964,0.4164099691963036,0.12806870157752265,0.07458228320731822,0.47054979930925045,0.11369364323718846,0.21310557266872024,0.6006720806496779,0.399327919350322,0.6760944646690936,0.12844207971623262,26.83235321571922,13000,Both Sexes,All Ages,All Races-All Origins
2012,54,West Virginia,0,0,0,558,1855413,30.0742,1.27314,27.5788,32.5695,0.5075806901683564,0.49241930983164356,0.44126127802064924,0.15440424146591014,0.4043344805134406,0.002232350479025207,0.008092270486466374,0.03422937401171984,0.01711468700585992,0.9383313180169287,0.5871081759836294,0.4128918240163706,0.12333736396614269,0.07831829597246767,0.47381638917310015,0.10864105664589341,0.21588689424239604,0.6111989582364431,0.3888010417635569,0.6668216910054878,0.12863919635382756,27.085666449632594,13800,Both Sexes,All Ages,All Races-All Origins
2013,54,West Virginia,0,0,0,570,1854304,30.7393,1.28753,28.2157,33.2629,0.5062718098651325,0.4937281901348675,0.43827218711685373,0.15901160049042723,0.40271621239271904,0.0016033198151466565,0.006979156842403094,0.03385834197868528,0.016316136942374798,0.9412430444213902,0.5812505894558144,0.41874941054418563,0.12817127228142977,0.0788456097330944,0.4602470998773932,0.11110063189663302,0.2216353862114496,0.6177496934829765,0.38225030651702346,0.6810336697161181,0.1362821842874658,27.273696123738564,15000,Both Sexes,All Ages,All Races-All Origins
2014,54,West Virginia,0,0,0,627,1850326,33.8859,1.35327,31.2335,36.5383,0.5066462656593669,0.49335373434063307,0.4437219087692455,0.16515252940613942,0.3911255618246151,0.001912594434350196,0.008032896624270824,0.0331835134359759,0.012431863823276275,0.9444391316821268,0.5819068566510471,0.41809314334895287,0.13407286984794875,0.08052022568614325,0.4731758630582385,0.09572535143922731,0.2165056899684422,0.6153772592521756,0.38462274074782443,0.6816486564024099,0.12938701348379075,26.833604284211532,15000,Both Sexes,All Ages,All Races-All Origins
2015,54,West Virginia,0,0,0,725,1844128,39.314,1.46008,36.4522,42.1757,0.5043757292882147,0.4956242707117853,0.4380591209646052,0.1634577985219759,0.3984830805134189,0.0011668611435239206,0.010793465577596266,0.03208868144690782,0.012057565149747181,0.9438934266822249,0.5703033838973163,0.4296966161026838,0.1349669389342668,0.08061065733177752,0.4681057954103462,0.09539089848308051,0.22092570984052898,0.617269544924154,0.38273045507584597,0.6744457409568262,0.11464410735122521,27.09276546091015,16000,Both Sexes,All Ages,All Races-All Origins
2016,54,West Virginia,0,0,0,884,1831102,48.2769,1.62373,45.0944,51.4594,0.5023880597014926,0.49761194029850747,0.42328358208955225,0.16616915422885573,0.41054726368159206,0.0015920398009950248,0.008955223880597015,0.034129353233830845,0.01482587064676617,0.940497512437811,0.5696517412935324,0.43034825870646765,0.14756218905472637,0.08845771144278607,0.4495522388059702,0.09293532338308458,0.22149253731343282,0.622089552238806,0.37791044776119403,0.6988059701492537,0.13592039800995026,27.15402985074627,16000,Both Sexes,All Ages,All Races-All Origins
2017,54,West Virginia,0,0,0,974,1815857,53.6386,1.71869,50.27,57.0072,0.5023095823095823,0.49769041769041766,0.4268304668304668,0.16373464373464375,0.4094348894348894,0.0018673218673218672,0.00963144963144963,0.035184275184275186,0.013464373464373465,0.9398525798525799,0.5668796068796069,0.43312039312039313,0.14309582309582308,0.08235872235872235,0.4681081081081081,0.08982800982800983,0.21660933660933662,0.6208353808353808,0.3791646191646192,0.6718427518427519,0.13071253071253072,27.38869778869779,16200,Both Sexes,All Ages,All Races-All Origins
