year,statefip,state,year_legalized,pot,ever_legalized,deaths,population,crude_death_rate,standard_error_for_crude_rate,low_confidence_limit_for_crude_rate,upper_confidence_limit_for_crude_rate,female_prop,male_prop,over_50_prop,under_30_prop,under_50_prop,american_indian_prop,asian_prop,black_prop,other_race_prop,white_prop,married_prop,not_married_prop,college_prop,higher_college_prop,hs_prop,less_hs_prop,some_college_prop,employed_prop,not_employed_prop,mean_children,mean_children_u5,mean_hrs_worked,median_income,sex,age_group,race_and_hispanic_origin
2002,32,Nevada,2016,0,1,323,2173791,14.8588,0.82677,13.2384,16.4793,0.509694183489906,0.4903058165100939,0.3439936038376974,0.15870477713371978,0.49730161902858283,0.017189686188287027,0.06456126324205477,0.04677193683789726,0.07115730561663003,0.8003198081151309,0.6276234259444333,0.3723765740555667,0.14631221267239655,0.06436138317009794,0.4295422746352189,0.10133919648211073,0.2584449330401759,0.7067759344393364,0.2932240655606636,0.8179092544473316,0.18009194483310015,33.019988007195685,22000,Both Sexes,All Ages,All Races-All Origins
2003,32,Nevada,2016,0,1,342,2248850,15.2078,0.82234,13.596,16.8196,0.5017562346329469,0.49824376536705306,0.3487881981032666,0.1693010186160871,0.4819107832806463,0.015279241306638568,0.058482613277133826,0.05005268703898841,0.08587987355110643,0.7903055848261328,0.6159114857744995,0.3840885142255005,0.1380400421496312,0.07024938531787847,0.41956445381102914,0.12434141201264488,0.2478047067088163,0.706357569371268,0.293642430628732,0.819634703196347,0.18089216719353707,32.4005971197752,22000,Both Sexes,All Ages,All Races-All Origins
2004,32,Nevada,2016,0,1,380,2346222,16.1963,0.83085,14.5678,17.8247,0.5063050613231992,0.4936949386768008,0.3577474520642598,0.15529452409742614,0.48695802383831405,0.01606495076869926,0.07220590775608914,0.0471584038694075,0.06926930385213335,0.7953014337536708,0.6223872862325099,0.37761271376749006,0.14061150457764726,0.07324235619277941,0.41561582311280015,0.10381758507514251,0.2667127310416307,0.7146311970979444,0.28536880290205563,0.8160304024874763,0.17446882017619622,32.90706512351011,22000,Both Sexes,All Ages,All Races-All Origins
2005,32,Nevada,2016,0,1,457,2432143,18.79,0.87896,17.0673,20.5128,0.5073322053017485,0.49266779469825156,0.3461646926113931,0.1754089114495206,0.4784263959390863,0.014805414551607445,0.07741116751269035,0.055344049633389736,0.08488437676254935,0.7675549915397631,0.6084320360970107,0.39156796390298926,0.157994923857868,0.06972645234066553,0.39847715736040606,0.11717428087986463,0.25662718556119574,0.7225042301184433,0.27749576988155666,0.8190919345741681,0.17773547659334463,33.612239142696,24000,Both Sexes,All Ages,All Races-All Origins
2006,32,Nevada,2016,0,1,461,2522658,18.2744,0.85112,16.6062,19.9426,0.4953700619545667,0.5046299380454333,0.3377523149690227,0.18919459063353541,0.47305309439744186,0.019652255012990474,0.07820931317034174,0.0622876557191393,0.09552994470721471,0.7443208313903138,0.5843048431150489,0.415695156884951,0.1526214109652921,0.0746785690493638,0.40437012857238025,0.11131836653121045,0.2570115248817534,0.7359269868762908,0.2640730131237093,0.8016121510892013,0.17986809672906534,33.374858437146095,25000,Both Sexes,All Ages,All Races-All Origins
2007,32,Nevada,2016,0,1,499,2601072,19.1844,0.85881,17.5011,20.8677,0.5004541326067211,0.49954586739327883,0.34851433761515505,0.1807447774750227,0.47074088490982224,0.015959517321915143,0.07914882574283119,0.06215129103412482,0.0919294148176982,0.7508109510834307,0.5919942909043726,0.40800570909562733,0.15427533411184638,0.07759179966264435,0.4006747113014143,0.11580381471389646,0.2516543402101985,0.7196055533930193,0.28039444660698065,0.8226936551187233,0.18677825353574673,33.05060334760607,25000,Both Sexes,All Ages,All Races-All Origins
2008,32,Nevada,2016,0,1,519,2653630,19.5581,0.85851,17.8754,21.2408,0.5041717870771619,0.49582821292283813,0.35709203803117523,0.17825496410322747,0.46465299786559733,0.01804540456632818,0.08272427397969083,0.06105685272621435,0.0628678610697885,0.7753056076579782,0.5793933122049026,0.42060668779509736,0.16376689735463423,0.07651510251600802,0.3737145074704094,0.11098893991333031,0.275014552745618,0.7458767220748981,0.25412327792510186,0.8127546730483152,0.17418019533018564,32.768514326369576,26000,Both Sexes,All Ages,All Races-All Origins
2009,32,Nevada,2016,0,1,550,2684665,20.4867,0.87356,18.7746,22.1989,0.5048469387755102,0.4951530612244898,0.3625637755102041,0.18482142857142858,0.45261479591836734,0.01721938775510204,0.08501275510204082,0.06543367346938775,0.07149234693877551,0.7608418367346939,0.5756377551020408,0.4243622448979592,0.15809948979591837,0.07889030612244897,0.37021683673469385,0.11581632653061225,0.2769770408163265,0.7042729591836735,0.2957270408163265,0.8121811224489796,0.17410714285714285,31.153507653061226,25000,Both Sexes,All Ages,All Races-All Origins
2010,32,Nevada,2016,0,1,578,2700551,21.403,0.89025,19.6582,23.1479,0.5019790161462587,0.4980209838537413,0.35879876861217563,0.1762266758811334,0.464974555506691,0.01620908462649997,0.08500345542501728,0.06427090532135453,0.08582019224728278,0.7486963623798455,0.5561977759628071,0.44380222403719294,0.1573789030596218,0.07721304265879249,0.38330087328014073,0.11176729283156374,0.27033988816988125,0.6755041779229755,0.32449582207702454,0.826097882766853,0.18118992272413142,29.970283344851417,21000,Both Sexes,All Ages,All Races-All Origins
2011,32,Nevada,2016,0,1,639,2723322,23.464,0.92822,21.6447,25.2833,0.4992818905862384,0.5007181094137616,0.387909648779214,0.17991904948426687,0.43217130173651913,0.029638333986160073,0.07226792009400705,0.06926491709100405,0.0973364669016843,0.7314923619271445,0.5363624494059277,0.46363755059407236,0.14218566392479437,0.07083170126648387,0.3939809374591983,0.1267789528659094,0.26622274448361405,0.6617704661182922,0.3382295338817078,0.7997780389084737,0.16588327457892676,28.789267528397964,19000,Both Sexes,All Ages,All Races-All Origins
2012,32,Nevada,2016,0,1,602,2758931,21.82,0.88932,20.077,23.5631,0.5024216161101198,0.4975783838898802,0.3854193219474892,0.17352791231200612,0.4410527657405047,0.023578893703798114,0.09074687738975273,0.07092786133061432,0.09138414478715269,0.7233622227886821,0.5426331888860566,0.4573668111139434,0.15963548304868722,0.08112413968901351,0.3777083864389498,0.10661483558501147,0.274917155238338,0.676013255161866,0.32398674483813406,0.8172954371654346,0.1637139943920469,29.26605913841448,20000,Both Sexes,All Ages,All Races-All Origins
2013,32,Nevada,2016,0,1,614,2790136,22.0061,0.88809,20.2654,23.7468,0.5021908935035245,0.49780910649647553,0.38248555280370866,0.17978027560805232,0.437734171588239,0.022925001587603987,0.08947736076713024,0.07074363370800787,0.10605194640248937,0.7108020575347685,0.5450562011811774,0.45494379881882263,0.1579983488918524,0.07785609957452214,0.38483520670603927,0.10503587985013019,0.274274464977456,0.6850828729281768,0.3149171270718232,0.7991363434304947,0.16053851527275037,29.556169429097604,21000,Both Sexes,All Ages,All Races-All Origins
2014,32,Nevada,2016,0,1,545,2839099,19.1962,0.82228,17.5846,20.8079,0.5065524515757847,0.4934475484242153,0.3773572844083616,0.18570606661126382,0.4369366489803746,0.02416416288435722,0.09147861663363804,0.07351531036246245,0.1141085469539091,0.6967333631656332,0.533209742376782,0.4667902576232181,0.16173368279741737,0.08125039953973023,0.3814485712459247,0.10419996164418589,0.2713673847727418,0.696861215879307,0.30313878412069295,0.8052803170747299,0.16141405101323275,29.889918813526815,22000,Both Sexes,All Ages,All Races-All Origins
2015,32,Nevada,2016,0,1,619,2890845,21.4124,0.86064,19.7256,23.0993,0.5043494825068259,0.4956505174931742,0.3884691091497873,0.18147183948187187,0.43005905136834083,0.0200012699218998,0.09270429868563083,0.07524287256333735,0.11175312718267827,0.7002984316464538,0.529303447837958,0.47069655216204204,0.16318496412470634,0.08470379071687091,0.3753889135818147,0.09854593942472538,0.27817639215188267,0.6974411073718966,0.30255889262810337,0.7948441170867991,0.1524541240713696,29.963172264905708,22000,Both Sexes,All Ages,All Races-All Origins
2016,32,Nevada,2016,1,1,665,2940058,22.6186,0.87711,20.8995,24.3377,0.49732586272762,0.50267413727238,0.3850757672227174,0.17681140965236217,0.4381128231249204,0.020565389023303196,0.10078950719470266,0.07704062141856616,0.11511524258245256,0.6864892397809754,0.5270597223990832,0.47294027760091684,0.1648414618617089,0.08200687635298612,0.3848847574175474,0.09811536992232268,0.2701515344454349,0.7151407105564752,0.2848592894435248,0.7903985737934547,0.14866929835731568,30.394498917611106,24500,Both Sexes,All Ages,All Races-All Origins
2017,32,Nevada,2016,1,1,676,2998039,22.5481,0.86723,20.8483,24.2479,0.5033096496022348,0.4966903503977652,0.38501244914070565,0.18534037772514728,0.4296471731341471,0.02265136333272606,0.10305459403655796,0.07578793951539442,0.1286208781198761,0.6698852249954454,0.5269326531851583,0.4730673468148418,0.17337705714459223,0.083318151454424,0.38276553106212424,0.09248800631566162,0.2680512540231979,0.718345782474039,0.28165421752596104,0.7939515394425214,0.15540171251594098,30.761280136029637,25000,Both Sexes,All Ages,All Races-All Origins
2018,32,Nevada,2016,1,1,688,3034392,22.6734,0.86442,20.9792,24.3677,0.5026055705300988,0.49739442946990114,0.3866427073974244,0.18155136268343816,0.43180592991913747,0.023180592991913745,0.09919137466307278,0.07762803234501348,0.1332135369871219,0.6667864630128781,0.519257262653489,0.4807427373465109,0.1668763102725367,0.0877508235998802,0.39101527403414194,0.09008685235100329,0.26427073974243787,0.7202755315962863,0.2797244684037137,0.7738843965259059,0.14088050314465408,30.81731057202755,25100,Both Sexes,All Ages,All Races-All Origins
2000,33,New Hampshire,0,0,0,45,1235786,3.6414,0.54283,2.6561,4.8725,0.5141822570911285,0.4858177429088715,0.2993361496680748,0.1496680748340374,0.5509957754978877,0.0024140012070006035,0.01388050694025347,0.005431502715751358,0.012673506336753168,0.9656004828002414,0.6614363307181653,0.3385636692818346,0.21363910681955342,0.09897404948702475,0.3904646952323476,0.06155703077851539,0.23536511768255883,0.8165359082679541,0.18346409173204586,0.8617984308992155,0.17742908871454435,36.33252866626433,25000,Both Sexes,All Ages,All Races-All Origins
2001,33,New Hampshire,0,0,0,79,1255517,6.2922,0.70793,4.9816,7.842,0.5127050498552589,0.48729495014474106,0.3042779028626568,0.13669990350595046,0.5590221936313927,0.0019298809906722419,0.013669990350595046,0.008201994210357028,0.017208105500160824,0.9589900289482148,0.6818912833708588,0.3181087166291412,0.212930202637504,0.10244451592151817,0.3785783210035381,0.06320360244451592,0.24284335799292378,0.8017047282084272,0.19829527179157286,0.8760051463493085,0.1629141202959151,35.68478610485687,25000,Both Sexes,All Ages,All Races-All Origins
2002,33,New Hampshire,0,0,0,111,1269089,8.7464,0.83017,7.1193,10.3736,0.5097649186256781,0.49023508137432187,0.310126582278481,0.1379746835443038,0.5518987341772152,0.0028933092224231465,0.014647377938517179,0.00976491862567812,0.015370705244122965,0.9573236889692586,0.6678119349005425,0.33218806509945753,0.2162748643761302,0.11247739602169982,0.3763110307414105,0.05768535262206148,0.237251356238698,0.7924050632911392,0.20759493670886076,0.9191681735985533,0.17884267631103073,34.99294755877035,27000,Both Sexes,All Ages,All Races-All Origins
2003,33,New Hampshire,0,0,0,127,1279840,9.9231,0.88053,8.1973,11.649,0.5125850878581605,0.48741491214183946,0.3395599176824442,0.14405572265315814,0.5163843596643977,0.0014247269273389266,0.0153553902168751,0.006490422668988444,0.01646351116036093,0.9602659490264366,0.6672471109703974,0.33275288902960265,0.21671679594744342,0.11207851828399557,0.37011239512426786,0.0614215608675004,0.23967072977679277,0.7794839322463195,0.22051606775368054,0.8708247585879373,0.1896469843280038,34.67215450372012,25500,Both Sexes,All Ages,All Races-All Origins
2004,33,New Hampshire,0,0,0,124,1290121,9.6115,0.86314,7.9198,11.3033,0.5116316639741518,0.4883683360258481,0.3465266558966074,0.13021001615508884,0.5232633279483038,0.0038772213247172858,0.017770597738287562,0.005815831987075929,0.008885298869143781,0.9636510500807755,0.6741518578352181,0.3258481421647819,0.22213247172859452,0.12649434571890145,0.37140549273021,0.056381260096930536,0.2235864297253635,0.7780290791599354,0.22197092084006462,0.8725363489499193,0.164297253634895,34.31324717285945,26000,Both Sexes,All Ages,All Races-All Origins
2005,33,New Hampshire,0,0,0,142,1298492,10.9358,0.91771,9.1371,12.7345,0.5186146063043197,0.4813853936956804,0.36308211181735633,0.12958879232066417,0.5073290958619795,0.002594370216629913,0.017122843429757426,0.007264236606563757,0.009469451290699182,0.9635490984563497,0.67453625632377745,0.3254637436762226,0.21844597224023868,0.12024905954079647,0.37190297055389804,0.05564924114671164,0.23375275651835517,0.791412634582955,0.208587365417045,0.8689843040601893,0.15708911661694125,34.56090284083539,26600,Both Sexes,All Ages,All Races-All Origins
2006,33,New Hampshire,0,0,0,149,1308389,11.3881,0.93295,9.5595,13.2166,0.509348221241236,0.490651778758764,0.3774344326149052,0.13658789924694884,0.4859776681381459,0.001817709685795897,0.014411841080238899,0.005842638275772527,0.01116593092703194,0.9667618800311607,0.6584004154764996,0.34159958452350037,0.22708387431835886,0.11503505582965463,0.3715917943391327,0.05673850947805765,0.22955076603479616,0.7892755128538043,0.2107244871461958,0.8097896650220722,0.14723448454946766,34.630225915346664,27000,Both Sexes,All Ages,All Races-All Origins
2007,33,New Hampshire,0,0,0,186,1312540,14.171,1.03907,12.1344,16.2076,0.5079506424119069,0.4920493575880931,0.38760971886528434,0.1410761989568757,0.47131408217784,0.002289785014629182,0.016282915659585295,0.006106093372344485,0.013229868973413052,0.962091336980028,0.660602976720519,0.33939702327948096,0.21714794555400077,0.11805113853199338,0.3657295509477166,0.05991604121613026,0.23915532375015902,0.7829792647245898,0.21702073527541024,0.83042869863885,0.15748632489505152,34.125302124411654,27000,Both Sexes,All Ages,All Races-All Origins
2008,33,New Hampshire,0,0,0,126,1315906,9.5752,0.85302,7.9032,11.2471,0.5108626603989328,0.4891373396010672,0.4088425867107102,0.1350527251937492,0.4561046880955406,0.002286875873459535,0.016389277093126667,0.005336043704738915,0.013975352560030492,0.9620124507686444,0.6650997331978148,0.33490026680218526,0.23605640960487867,0.13047897344683013,0.3406174564858341,0.052725193749205944,0.24012196671325117,0.7926565874730022,0.20734341252699784,0.7981196798373777,0.152458391563969,34.01677042307204,28100,Both Sexes,All Ages,All Races-All Origins
2009,33,New Hampshire,0,0,0,168,1316102,12.765,0.98484,10.8347,14.6953,0.5133538777606574,0.48664612223934256,0.41448382126348227,0.13263995891114536,0.45287621982537235,0.0024396507447354905,0.01630713918849512,0.00847457627118644,0.016563944530046226,0.9562146892655368,0.6526707755521315,0.3473292244478685,0.23356445814072932,0.11787365177195686,0.35503338469440165,0.05097586029789419,0.24255264509501798,0.772342064714946,0.22765793528505393,0.8018746789933231,0.14817668207498716,33.36312275295326,28000,Both Sexes,All Ages,All Races-All Origins
2010,33,New Hampshire,0,0,0,160,1316470,12.1537,0.96084,10.2705,14.037,0.5095255883451625,0.4904744116548375,0.43344539907857055,0.1326111318640269,0.43394346905740255,0.003237454862408168,0.02179056157390113,0.008218154650728428,0.01656082679616486,0.9501930021167974,0.6387747478520732,0.3612252521479268,0.22338438550616363,0.1288756070227867,0.35113933507657824,0.05055410285145063,0.2460465695430208,0.769642634790188,0.23035736520981198,0.7588096127505914,0.13435437678993897,33.039098493338315,27000,Both Sexes,All Ages,All Races-All Origins
2011,33,New Hampshire,0,0,0,210,1318194,15.9309,1.09934,13.7762,18.0856,0.5120593692022264,0.48794063079777367,0.4364873222016079,0.14619666048237476,0.4173160173160173,0.001978973407544836,0.018305504019789733,0.006802721088435374,0.01595547309833024,0.9569573283858999,0.6398268398268399,0.3601731601731602,0.22560296846011132,0.13098330241187384,0.3484230055658627,0.04972170686456401,0.24526901669758813,0.7555967841682127,0.24440321583178726,0.7495361781076066,0.1365491651205937,32.567594310451454,27000,Both Sexes,All Ages,All Races-All Origins
2012,33,New Hampshire,0,0,0,173,1320718,13.0989,0.99589,11.147,15.0509,0.5027849981433345,0.49721500185666545,0.4486941453150142,0.15620745141725462,0.39509840326773116,0.0019804431241490284,0.01670998886000743,0.009902215620745142,0.01534843421215497,0.9560589181829434,0.6112142591904939,0.3887857408095061,0.23121673474439905,0.13949746255724718,0.3452159920782275,0.04839707884639188,0.23567273177373438,0.7649461567025622,0.2350538432974378,0.7222428518380988,0.12006436440153484,32.82621611585592,27000,Both Sexes,All Ages,All Races-All Origins
2013,33,New Hampshire,0,0,0,203,1323459,15.3386,1.07656,13.2285,17.4486,0.5131463077116618,0.48685369228833814,0.4550257894074726,0.15096238520568625,0.3940118253868411,0.0022644357780852937,0.021889545854824506,0.007296515284941502,0.015851050446597056,0.9526984526355516,0.629638948295383,0.3703610517046169,0.23550132092087056,0.1324694930179897,0.3439426342936218,0.043024279783620584,0.24506227198389735,0.7629890552270726,0.23701094477292742,0.7473896087558184,0.13221788904264686,32.63844508743238,28000,Both Sexes,All Ages,All Races-All Origins
2014,33,New Hampshire,0,0,0,334,1326813,25.1731,1.37741,22.4734,27.8728,0.5046998370723148,0.4953001629276852,0.46321594184734927,0.15139741822283495,0.38538663992981576,0.0023812507833061787,0.021305928061160547,0.010778293019175334,0.018423361323474118,0.9471111668128838,0.6203784935455571,0.3796215064544429,0.23825040731921293,0.1310941220704349,0.33324978067426997,0.04549442286000752,0.2519112670760747,0.7698959769394661,0.2301040230605339,0.7163804988093746,0.12783556836696328,32.75661110414839,30000,Both Sexes,All Ages,All Races-All Origins
2015,33,New Hampshire,0,0,0,422,1330608,31.7148,1.54385,28.6889,34.7408,0.5086020135083471,0.49139798649165284,0.46667516248247737,0.1559831782846948,0.3773416592328278,0.002931056454696062,0.024340512297693385,0.01083216515865936,0.017713775965337072,0.9441824901236141,0.6116987383713521,0.38830126162864786,0.23461195361284568,0.13495603415317955,0.34306104243659996,0.04498534471772652,0.24238562507964828,0.7750732764113674,0.2249267235886326,0.6887982668535746,0.11087039632980757,32.74652733528737,30000,Both Sexes,All Ages,All Races-All Origins
2016,33,New Hampshire,0,0,0,481,1334795,36.0355,1.64308,32.8151,39.2559,0.5028398333964408,0.4971601666035593,0.4589170768648239,0.1628171147292692,0.37826580840590684,0.0015145778114350624,0.021330304177710462,0.010980689132904203,0.019184652278177457,0.9469897765997728,0.6096175691026127,0.39038243089738733,0.24321595355294712,0.13164205477723084,0.32727502208759307,0.042660608355420924,0.255206361226808,0.781269721065253,0.21873027893474695,0.6967057932601287,0.12318566199671842,33.30834279944465,30500,Both Sexes,All Ages,All Races-All Origins
2017,33,New Hampshire,0,0,0,467,1342795,34.7782,1.60934,31.6239,37.9325,0.5006836544437538,0.4993163455562461,0.4584213797389683,0.16482287134866377,0.3767557489123679,0.002113113735239279,0.029707893101305158,0.010938471100062151,0.01678060907395898,0.9404599129894344,0.5968924798011187,0.4031075201988813,0.24263517712865135,0.1387197016780609,0.3474207582349285,0.039776258545680544,0.23144810441267868,0.7833436917339963,0.21665630826600374,0.689869484151647,0.12231199502796768,33.044375388440024,32000,Both Sexes,All Ages,All Races-All Origins
2018,33,New Hampshire,0,0,0,452,1356458,33.3221,1.56734,30.2501,36.3941,0.5045963984384838,0.4954036015615162,0.4527137640095706,0.17453721193804306,0.37274902405238636,0.0020148595894723584,0.027578390630902908,0.013726230953280443,0.02027452461906561,0.9364059942072787,0.5945095076186878,0.4054904923813122,0.2421609369097091,0.14066238509003903,0.3386223397556983,0.044578768417075934,0.23397556982747764,0.7737060823573857,0.22629391764261428,0.6919783402594132,0.1218990051630777,33.24480544012089,33300,Both Sexes,All Ages,All Races-All Origins
2000,34,New Jersey,0,0,0,643,8414350,7.6417,0.30136,7.051,8.2324,0.5274853801169591,0.47251461988304094,0.301921470342523,0.1568922305764411,0.5411862990810359,0.0020050125313283208,0.06950710108604845,0.09924812030075188,0.04411027568922306,0.7851294903926482,0.6411027568922306,0.35889724310776944,0.23308270676691728,0.13517126148705097,0.36274018379281536,0.07568922305764411,0.19331662489557228,0.747702589807853,0.252297410192147,0.952548036758563,0.19883040935672514,33.989306599832915,27500,Both Sexes,All Ages,All Races-All Origins
2001,34,New Jersey,0,0,0,705,8492671,8.3013,0.31264,7.6885,8.9141,0.5215491982313143,0.47845080176868576,0.3082947099248841,0.15614511746843535,0.5355601726066805,0.0018113046721005806,0.07053433487826967,0.09402802194875073,0.04517606946886154,0.7884502690320174,0.646049757604816,0.3539502423951841,0.23578924937403442,0.13467582973736084,0.36396569175856375,0.07133343988066698,0.19423578924937404,0.7450855042352565,0.2549144957647435,0.9395343881519365,0.20030898726759364,33.91758563741942,29000,Both Sexes,All Ages,All Races-All Origins
2002,34,New Jersey,0,0,0,813,8552643,9.5058,0.33338,8.8524,10.1593,0.5238377961170813,0.47616220388291874,0.32108294246868135,0.1493201923647806,0.529596865166538,0.0018405272219913318,0.0714837024283085,0.08929525618951493,0.058600011874369175,0.7787805022858161,0.6533871638069227,0.34661283619307726,0.23719052425339904,0.13435848720536722,0.3583090898296028,0.07201804904114469,0.19812384967048627,0.7367452354093689,0.26325476459063113,0.9379564210651309,0.18351837558629697,33.7500445288844,29500,Both Sexes,All Ages,All Races-All Origins
2003,34,New Jersey,0,0,0,721,8601402,8.3824,0.31218,7.7705,8.9942,0.5221042623989859,0.4778957376010141,0.32815718586594833,0.14783710980827128,0.5240057043257804,0.0016901706015950986,0.07743094068557545,0.09892779802461311,0.05144456768605081,0.7705065230021655,0.6495008714942164,0.3504991285057836,0.2430676596418951,0.1376960861987007,0.356203454286167,0.06898008767759996,0.19405271219563724,0.7357523900068663,0.2642476099931337,0.9508265990598426,0.19289071990704063,33.349178682723284,29000,Both Sexes,All Ages,All Races-All Origins
2004,34,New Jersey,0,0,0,590,8634561,6.833,0.28131,6.2816,7.3844,0.5275163502951029,0.4724836497048971,0.33062157707236667,0.15052905832934546,0.5188493645982879,0.0015951507417450949,0.07874727495081618,0.09496464082522466,0.05779762854256394,0.7668953049396501,0.6438560110597118,0.3561439889402882,0.2510235550592864,0.14085181049609188,0.34843409368852024,0.06428457489232732,0.19540596586377412,0.7340351996597012,0.26596480034029885,0.9701175094379753,0.1846652842026905,33.29643217950763,30000,Both Sexes,All Ages,All Races-All Origins
2005,34,New Jersey,0,0,0,823,8651974,9.5123,0.33158,8.8624,10.1622,0.5221400714982125,0.47785992850178743,0.34605541111472216,0.15087747806304844,0.5030671108222294,0.0017874553136171597,0.0783230419239519,0.09950844978875528,0.0617078323041924,0.7586732206694833,0.6390762105947352,0.36092378940526487,0.25129996750081246,0.14179801754956126,0.34400389990250246,0.06822798180045499,0.19467013324666882,0.7386659083522912,0.2613340916477088,0.9485903477413065,0.19001868703282418,33.302933051673705,30000,Both Sexes,All Ages,All Races-All Origins
2006,34,New Jersey,0,0,0,847,8661679,9.7787,0.336,9.1201,10.4373,0.517512875663516,0.482487124336484,0.3453637744933599,0.16028967776308778,0.4943465477435523,0.002032480217850307,0.07816169070781617,0.10710973419894627,0.0665587939301853,0.7461373009452019,0.626280166544981,0.373719833455019,0.245239457742171,0.13710361702547508,0.3445547289697496,0.07526096651340845,0.19784122974919588,0.7447560037097697,0.25524399629023026,0.9308759397754406,0.18041715176510054,32.95131913885984,30000,Both Sexes,All Ages,All Races-All Origins
2007,34,New Jersey,0,0,0,727,8677885,8.3776,0.31071,7.7686,8.9866,0.5175036855036855,0.48249631449631447,0.3533759213759214,0.1593120393120393,0.4873120393120393,0.0025749385749385748,0.08279115479115479,0.10720393120393121,0.06787223587223587,0.7395577395577395,0.6228402948402948,0.37715970515970515,0.24436363636363637,0.14195577395577397,0.3458673218673219,0.07152825552825552,0.19628501228501227,0.7395184275184276,0.2604815724815725,0.9293366093366093,0.18232923832923834,32.87082063882064,30000,Both Sexes,All Ages,All Races-All Origins
2008,34,New Jersey,0,0,0,702,8711090,8.0587,0.30416,7.4625,8.6548,0.5174135220125786,0.4825864779874214,0.36419025157232704,0.15827437106918238,0.47753537735849055,0.002496069182389937,0.07999213836477988,0.11096698113207547,0.053577044025157235,0.7529677672955974,0.6234276729559748,0.37657232704402516,0.2517688679245283,0.14620676100628932,0.33134827044025156,0.06825864779874213,0.20241745283018867,0.7670794025157233,0.23292059748427674,0.9249803459119497,0.1809551886792453,32.863423742138366,32000,Both Sexes,All Ages,All Races-All Origins
2009,34,New Jersey,0,0,0,263,8755602,3.0038,0.18522,2.6408,3.3668,0.5155086484901789,0.48449135150982114,0.37480699697058534,0.16094986807387862,0.464243134955536,0.002931691586045148,0.08449135150982116,0.11146291410143652,0.059415616143848334,0.7416984266588488,0.6078764780611746,0.3921235219388254,0.2494283201407212,0.14629141014365288,0.32838854685820384,0.07161145314179615,0.2042802697156259,0.7368904524577348,0.26310954754226523,0.9027851070067429,0.16657871591908532,32.03846379360891,30000,Both Sexes,All Ages,All Races-All Origins
2010,34,New Jersey,0,0,0,868,8791894,9.8727,0.3351,9.2159,10.5295,0.514282940091271,0.485717059908729,0.37452179823283815,0.1631614719875716,0.46231672977959026,0.002077871638023109,0.08800854451888533,0.11241868142538111,0.0644334401398194,0.733061462277891,0.6028158073599379,0.39718419264006216,0.2552869210602971,0.14725701524419846,0.32820662200213613,0.06707447324983008,0.20217496844353822,0.7238566851150597,0.27614331488494026,0.918186231672978,0.17180308767841537,31.273599378580446,29000,Both Sexes,All Ages,All Races-All Origins
2011,34,New Jersey,0,0,0,1012,8821155,11.4724,0.36063,10.7656,12.1793,0.5181889960906657,0.48181100390933423,0.3854449515666224,0.1665992643518786,0.44795578408149905,0.002253163094343983,0.08590906464844879,0.12332697825793904,0.06595797947118069,0.7225528145280875,0.589673965374468,0.410326034625532,0.2465191518863019,0.14322029002253164,0.3294817724883009,0.07502840526123211,0.20575038034163345,0.7132898106957845,0.28671018930421555,0.8955071542742696,0.16421129662795847,30.50049107400774,26700,Both Sexes,All Ages,All Races-All Origins
2012,34,New Jersey,0,0,0,1222,8864590,13.7852,0.39435,13.0123,14.5581,0.5136992913826727,0.4863007086173273,0.3949141742773841,0.16892896449190015,0.4361568612307158,0.0020466876484331255,0.09121275897356683,0.12556235639396807,0.06001042652198258,0.7211677704620494,0.5806607325597112,0.4193392674402889,0.24985036010117587,0.14599061613021566,0.3283968257033075,0.07196231005387037,0.20379988801143056,0.7113591164488039,0.28864088355119616,0.8802301558185786,0.15587650363962852,30.527485470448532,27000,Both Sexes,All Ages,All Races-All Origins
2013,34,New Jersey,0,0,0,1294,8899339,14.5404,0.40421,13.7481,15.3327,0.5150004774181228,0.48499952258187723,0.39738374868710014,0.17013272223813616,0.4324835290747637,0.002387090613959706,0.09422324071421752,0.11717750405805405,0.06548266972214266,0.7207294948916261,0.5844743626468061,0.4155256373531939,0.25606798434068556,0.15126515802539864,0.3238804545020529,0.06771698653680894,0.20106941659505395,0.7220280721856202,0.27797192781437985,0.8799388904802826,0.15252554186956938,30.89981858111334,28000,Both Sexes,All Ages,All Races-All Origins
2014,34,New Jersey,0,0,0,1253,8938175,14.0185,0.39603,13.2423,14.7947,0.5168638598647818,0.4831361401352182,0.4010832821143208,0.17490012292562998,0.4240165949600492,0.0018438844499078057,0.09857098955132144,0.12040949600491703,0.07104717271051014,0.7081284572833436,0.5774239397664414,0.4225760602335587,0.26236939151813155,0.15139059618930548,0.31945298094652735,0.06470881991395205,0.2020782114320836,0.7358059311616472,0.2641940688383528,0.8707168100799016,0.1481637984019668,31.267228795328826,30000,Both Sexes,All Ages,All Races-All Origins
2015,34,New Jersey,0,0,0,1454,8958013,16.2313,0.42567,15.397,17.0656,0.5121144095676743,0.4878855904323257,0.40784533808104656,0.17091767620079731,0.42123698571815615,0.001857800828269536,0.10194682045129079,0.11644153733018539,0.06713240701319813,0.7126214343770562,0.5819561094554321,0.41804389054456786,0.2662460812013779,0.15355884971165382,0.31679374540387817,0.06347486163254248,0.19992646205054768,0.7401594612377598,0.2598405387622402,0.8650385106630026,0.15077214846924952,31.2618531563262,30000,Both Sexes,All Ages,All Races-All Origins
